Timestamp,Elapsed_Time_s,Target_Percent,Actual_RPM
2025-10-03 08:41:22.480,0.062,50,0.00
2025-10-03 08:41:22.525,0.106,50,0.00
2025-10-03 08:41:22.575,0.156,50,0.00
2025-10-03 08:41:22.623,0.204,50,0.00
2025-10-03 08:41:22.673,0.254,50,0.00
2025-10-03 08:41:22.722,0.304,50,0.00
2025-10-03 08:41:22.773,0.354,50,0.00
2025-10-03 08:41:22.823,0.404,50,0.00
2025-10-03 08:41:22.873,0.454,50,31.70
2025-10-03 08:41:22.923,0.504,50,96.86
2025-10-03 08:41:22.973,0.554,50,138.31
2025-10-03 08:41:23.023,0.604,50,178.14
2025-10-03 08:41:23.073,0.654,50,204.59
2025-10-03 08:41:23.123,0.704,50,239.07
2025-10-03 08:41:23.172,0.754,50,255.57
2025-10-03 08:41:23.223,0.804,50,279.71
2025-10-03 08:41:23.272,0.854,50,288.29
2025-10-03 08:41:23.323,0.904,50,291.99
2025-10-03 08:41:23.373,0.954,50,294.90
2025-10-03 08:41:23.423,1.004,50,280.84
2025-10-03 08:41:23.473,1.054,50,290.64
2025-10-03 08:41:23.523,1.104,50,298.53
2025-10-03 08:41:23.573,1.154,50,297.54
2025-10-03 08:41:23.622,1.204,50,293.80
2025-10-03 08:41:23.673,1.254,50,292.79
2025-10-03 08:41:23.723,1.304,50,294.80
2025-10-03 08:41:23.772,1.354,50,298.46
2025-10-03 08:41:23.823,1.404,50,292.12
2025-10-03 08:41:23.874,1.455,50,293.61
2025-10-03 08:41:23.923,1.504,50,294.04
2025-10-03 08:41:23.973,1.554,50,295.10
2025-10-03 08:41:24.022,1.604,50,293.22
2025-10-03 08:41:24.073,1.654,50,289.13
2025-10-03 08:41:24.122,1.704,50,297.24
2025-10-03 08:41:24.173,1.755,50,296.34
2025-10-03 08:41:24.223,1.805,50,294.50
2025-10-03 08:41:24.272,1.854,50,291.45
2025-10-03 08:41:24.324,1.905,50,283.34
2025-10-03 08:41:24.372,1.954,50,289.38
2025-10-03 08:41:24.422,2.004,50,296.42
2025-10-03 08:41:24.473,2.054,50,286.62
2025-10-03 08:41:24.523,2.104,50,295.12
2025-10-03 08:41:24.573,2.154,50,293.09
2025-10-03 08:41:24.623,2.204,50,298.92
2025-10-03 08:41:24.673,2.254,50,287.12
2025-10-03 08:41:24.722,2.304,50,291.93
2025-10-03 08:41:24.775,2.356,50,298.05
2025-10-03 08:41:24.824,2.406,50,300.58
2025-10-03 08:41:24.873,2.454,50,290.30
2025-10-03 08:41:24.923,2.504,50,291.33
2025-10-03 08:41:24.973,2.554,50,298.84
2025-10-03 08:41:25.023,2.605,50,303.99
2025-10-03 08:41:25.072,2.654,50,292.04
2025-10-03 08:41:25.124,2.705,50,282.43
2025-10-03 08:41:25.173,2.754,50,290.51
2025-10-03 08:41:25.222,2.804,50,289.19
2025-10-03 08:41:25.273,2.854,50,287.23
2025-10-03 08:41:25.323,2.904,50,280.50
2025-10-03 08:41:25.373,2.954,50,279.36
2025-10-03 08:41:25.423,3.004,50,284.24
2025-10-03 08:41:25.473,3.054,50,291.66
2025-10-03 08:41:25.522,3.104,50,276.73
2025-10-03 08:41:25.573,3.154,50,284.11
2025-10-03 08:41:25.623,3.204,50,280.17
2025-10-03 08:41:25.672,3.254,50,294.14
2025-10-03 08:41:25.723,3.304,50,287.28
2025-10-03 08:41:25.774,3.355,50,285.90
2025-10-03 08:41:25.823,3.404,50,292.72
2025-10-03 08:41:25.872,3.454,50,292.29
2025-10-03 08:41:25.923,3.504,50,292.66
2025-10-03 08:41:25.973,3.554,50,282.42
2025-10-03 08:41:26.023,3.604,50,235.25
2025-10-03 08:41:26.073,3.655,50,186.21
2025-10-03 08:41:26.123,3.705,50,149.79
2025-10-03 08:41:26.173,3.754,50,100.94
2025-10-03 08:41:26.224,3.805,50,79.36
2025-10-03 08:41:26.272,3.854,50,56.15
2025-10-03 08:41:26.323,3.904,50,47.73
2025-10-03 08:41:26.373,3.954,50,40.57
2025-10-03 08:41:26.422,4.004,50,29.31
2025-10-03 08:41:26.473,4.054,50,24.91
2025-10-03 08:41:26.523,4.104,50,21.18
2025-10-03 08:41:26.572,4.153,50,15.30
2025-10-03 08:41:26.622,4.204,50,13.01
2025-10-03 08:41:26.673,4.254,50,11.05
2025-10-03 08:41:26.723,4.304,50,7.99
2025-10-03 08:41:26.772,4.354,50,7.99
2025-10-03 08:41:26.822,4.404,50,7.99
2025-10-03 08:41:26.873,4.454,50,6.79
2025-10-03 08:41:26.923,4.504,50,6.79
2025-10-03 08:41:26.973,4.554,50,6.79
2025-10-03 08:41:27.023,4.604,50,0.00
2025-10-03 08:41:27.073,4.654,50,0.00
2025-10-03 08:41:27.123,4.704,50,0.00
2025-10-03 08:41:27.173,4.754,50,0.00
2025-10-03 08:41:27.222,4.804,50,0.00
2025-10-03 08:41:27.272,4.854,50,0.00
2025-10-03 08:41:27.323,4.904,50,0.00
2025-10-03 08:41:27.372,4.954,50,0.00
2025-10-03 08:41:27.422,5.004,50,0.00
2025-10-03 08:41:27.472,5.054,50,0.00
2025-10-03 08:41:27.523,5.104,50,0.00
