Timestamp,Elapsed_Time_s,Target_Percent,Actual_RPM
2025-10-02 11:18:36.508,0.050,100,0.00
2025-10-02 11:18:36.562,0.105,100,0.00
2025-10-02 11:18:36.604,0.147,100,0.00
2025-10-02 11:18:36.653,0.196,100,0.00
2025-10-02 11:18:36.700,0.243,100,0.00
2025-10-02 11:18:36.748,0.291,100,21.35
2025-10-02 11:18:36.795,0.338,100,96.15
2025-10-02 11:18:36.844,0.386,100,161.61
2025-10-02 11:18:36.892,0.435,100,197.67
2025-10-02 11:18:36.940,0.483,100,231.67
2025-10-02 11:18:36.987,0.530,100,266.50
2025-10-02 11:18:37.036,0.578,100,266.73
2025-10-02 11:18:37.086,0.628,100,281.41
2025-10-02 11:18:37.136,0.679,100,326.42
2025-10-02 11:18:37.186,0.728,100,334.41
2025-10-02 11:18:37.235,0.778,100,332.58
2025-10-02 11:18:37.286,0.828,100,339.32
2025-10-02 11:18:37.336,0.879,100,345.68
2025-10-02 11:18:37.386,0.929,100,348.16
2025-10-02 11:18:37.436,0.979,100,361.14
2025-10-02 11:18:37.486,1.029,100,364.32
2025-10-02 11:18:37.535,1.078,100,393.28
2025-10-02 11:18:37.589,1.131,100,378.08
2025-10-02 11:18:37.639,1.182,100,379.60
2025-10-02 11:18:37.688,1.230,100,402.75
2025-10-02 11:18:37.737,1.280,100,393.32
2025-10-02 11:18:37.786,1.328,100,412.95
2025-10-02 11:18:37.836,1.378,100,409.00
2025-10-02 11:18:37.887,1.430,100,397.64
2025-10-02 11:18:37.939,1.481,100,403.82
2025-10-02 11:18:37.987,1.530,100,423.87
2025-10-02 11:18:38.036,1.579,100,423.28
2025-10-02 11:18:38.088,1.630,100,433.03
2025-10-02 11:18:38.136,1.679,100,410.26
2025-10-02 11:18:38.186,1.728,100,419.40
2025-10-02 11:18:38.235,1.778,100,422.65
2025-10-02 11:18:38.286,1.829,100,424.15
2025-10-02 11:18:38.336,1.879,100,412.88
2025-10-02 11:18:38.386,1.929,100,408.72
2025-10-02 11:18:38.436,1.979,100,416.05
2025-10-02 11:18:38.486,2.028,100,413.58
2025-10-02 11:18:38.536,2.079,100,424.90
2025-10-02 11:18:38.586,2.129,100,431.54
2025-10-02 11:18:38.636,2.179,100,403.45
2025-10-02 11:18:38.687,2.229,100,418.46
2025-10-02 11:18:38.738,2.281,100,401.25
2025-10-02 11:18:38.786,2.328,100,437.76
2025-10-02 11:18:38.835,2.378,100,444.99
2025-10-02 11:18:38.886,2.429,100,426.82
2025-10-02 11:18:38.936,2.478,100,443.36
2025-10-02 11:18:38.986,2.529,100,434.19
2025-10-02 11:18:39.036,2.579,100,421.87
2025-10-02 11:18:39.086,2.628,100,424.31
2025-10-02 11:18:39.136,2.679,100,428.68
2025-10-02 11:18:39.186,2.728,100,401.24
2025-10-02 11:18:39.235,2.778,100,405.44
2025-10-02 11:18:39.286,2.829,100,418.22
2025-10-02 11:18:39.336,2.879,100,400.92
2025-10-02 11:18:39.387,2.929,100,394.85
2025-10-02 11:18:39.437,2.980,100,418.68
2025-10-02 11:18:39.487,3.029,100,421.85
2025-10-02 11:18:39.536,3.079,100,402.13
2025-10-02 11:18:39.586,3.129,100,407.01
2025-10-02 11:18:39.636,3.179,100,425.98
2025-10-02 11:18:39.686,3.229,100,427.09
2025-10-02 11:18:39.736,3.279,100,398.00
2025-10-02 11:18:39.787,3.329,100,425.78
2025-10-02 11:18:39.836,3.379,100,430.39
2025-10-02 11:18:39.886,3.428,100,429.79
2025-10-02 11:18:39.936,3.479,100,448.77
2025-10-02 11:18:39.986,3.529,100,445.12
2025-10-02 11:18:40.036,3.579,100,439.21
2025-10-02 11:18:40.086,3.629,100,429.10
2025-10-02 11:18:40.136,3.678,100,441.87
2025-10-02 11:18:40.185,3.728,100,410.54
2025-10-02 11:18:40.236,3.779,100,420.68
2025-10-02 11:18:40.285,3.828,100,422.81
2025-10-02 11:18:40.336,3.879,100,411.60
2025-10-02 11:18:40.386,3.929,100,435.87
2025-10-02 11:18:40.438,3.981,100,426.82
2025-10-02 11:18:40.488,4.031,100,423.56
2025-10-02 11:18:40.538,4.081,100,423.37
2025-10-02 11:18:40.587,4.130,100,436.79
2025-10-02 11:18:40.637,4.180,100,437.05
2025-10-02 11:18:40.687,4.229,100,455.88
2025-10-02 11:18:40.738,4.281,100,446.54
2025-10-02 11:18:40.787,4.330,100,446.59
2025-10-02 11:18:40.837,4.380,100,449.96
2025-10-02 11:18:40.888,4.430,100,447.74
2025-10-02 11:18:40.937,4.480,100,421.49
2025-10-02 11:18:40.988,4.530,100,412.60
2025-10-02 11:18:41.037,4.579,100,425.28
2025-10-02 11:18:41.087,4.630,100,459.34
2025-10-02 11:18:41.138,4.681,100,467.90
2025-10-02 11:18:41.193,4.736,100,440.32
2025-10-02 11:18:41.241,4.784,100,433.18
2025-10-02 11:18:41.290,4.832,100,439.01
2025-10-02 11:18:41.338,4.881,100,422.89
2025-10-02 11:18:41.387,4.930,100,446.99
