Timestamp,Elapsed_Time_s,Target_Percent,Actual_RPM
2025-10-03 08:46:20.049,0.060,60,0.00
2025-10-03 08:46:20.090,0.102,60,0.00
2025-10-03 08:46:20.139,0.150,60,0.00
2025-10-03 08:46:20.187,0.198,60,0.00
2025-10-03 08:46:20.233,0.244,60,0.00
2025-10-03 08:46:20.282,0.293,60,0.00
2025-10-03 08:46:20.329,0.341,60,33.43
2025-10-03 08:46:20.378,0.390,60,37.68
2025-10-03 08:46:20.425,0.437,60,76.65
2025-10-03 08:46:20.475,0.486,60,144.24
2025-10-03 08:46:20.523,0.535,60,214.34
2025-10-03 08:46:20.575,0.586,60,253.33
2025-10-03 08:46:20.624,0.635,60,288.66
2025-10-03 08:46:20.675,0.687,60,303.22
2025-10-03 08:46:20.724,0.735,60,364.61
2025-10-03 08:46:20.774,0.786,60,373.19
2025-10-03 08:46:20.824,0.836,60,359.86
2025-10-03 08:46:20.874,0.885,60,370.40
2025-10-03 08:46:20.924,0.935,60,390.81
2025-10-03 08:46:20.974,0.985,60,379.47
2025-10-03 08:46:21.024,1.036,60,368.00
2025-10-03 08:46:21.074,1.086,60,391.15
2025-10-03 08:46:21.124,1.135,60,378.30
2025-10-03 08:46:21.174,1.185,60,376.67
2025-10-03 08:46:21.224,1.235,60,377.11
2025-10-03 08:46:21.275,1.286,60,387.48
2025-10-03 08:46:21.324,1.336,60,380.96
2025-10-03 08:46:21.375,1.387,60,401.15
2025-10-03 08:46:21.424,1.436,60,379.80
2025-10-03 08:46:21.474,1.485,60,365.67
2025-10-03 08:46:21.524,1.535,60,394.56
2025-10-03 08:46:21.574,1.586,60,382.90
2025-10-03 08:46:21.624,1.636,60,371.96
2025-10-03 08:46:21.674,1.686,60,387.93
2025-10-03 08:46:21.724,1.736,60,376.41
2025-10-03 08:46:21.774,1.785,60,371.16
2025-10-03 08:46:21.824,1.836,60,391.73
2025-10-03 08:46:21.875,1.887,60,384.58
2025-10-03 08:46:21.924,1.935,60,370.09
2025-10-03 08:46:21.974,1.986,60,381.55
2025-10-03 08:46:22.024,2.036,60,352.87
2025-10-03 08:46:22.074,2.086,60,296.72
2025-10-03 08:46:22.124,2.136,60,244.15
2025-10-03 08:46:22.174,2.186,60,181.96
2025-10-03 08:46:22.225,2.236,60,147.34
2025-10-03 08:46:22.273,2.285,60,111.39
2025-10-03 08:46:22.324,2.335,60,65.98
2025-10-03 08:46:22.375,2.386,60,55.49
2025-10-03 08:46:22.425,2.436,60,47.16
2025-10-03 08:46:22.474,2.485,60,34.08
2025-10-03 08:46:22.525,2.536,60,28.96
2025-10-03 08:46:22.574,2.586,60,24.62
2025-10-03 08:46:22.625,2.636,60,17.79
2025-10-03 08:46:22.674,2.686,60,15.12
2025-10-03 08:46:22.724,2.736,60,12.85
2025-10-03 08:46:22.775,2.786,60,9.29
2025-10-03 08:46:22.824,2.836,60,9.29
2025-10-03 08:46:22.875,2.887,60,9.29
2025-10-03 08:46:22.924,2.935,60,7.89
2025-10-03 08:46:22.974,2.985,60,7.89
2025-10-03 08:46:23.025,3.036,60,7.89
2025-10-03 08:46:23.075,3.087,60,0.00
2025-10-03 08:46:23.126,3.138,60,0.00
2025-10-03 08:46:23.175,3.186,60,0.00
2025-10-03 08:46:23.224,3.235,60,0.00
2025-10-03 08:46:23.274,3.285,60,0.00
2025-10-03 08:46:23.325,3.336,60,0.00
2025-10-03 08:46:23.375,3.386,60,0.00
2025-10-03 08:46:23.424,3.436,60,0.00
2025-10-03 08:46:23.474,3.486,60,0.00
2025-10-03 08:46:23.525,3.536,60,0.00
2025-10-03 08:46:23.575,3.586,60,0.00
