Timestamp,Elapsed_Time_s,Target_Percent,Actual_RPM
2025-10-02 10:04:07.336,0.010,100,0.00
2025-10-02 10:04:07.347,0.021,100,0.00
2025-10-02 10:04:07.354,0.028,100,0.00
2025-10-02 10:04:07.360,0.034,100,0.00
2025-10-02 10:04:07.368,0.041,100,0.00
2025-10-02 10:04:07.375,0.048,100,0.00
2025-10-02 10:04:07.383,0.057,100,0.00
2025-10-02 10:04:07.390,0.064,100,0.00
2025-10-02 10:04:07.403,0.076,100,0.00
2025-10-02 10:04:07.411,0.084,100,0.00
2025-10-02 10:04:07.417,0.091,100,0.00
2025-10-02 10:04:07.425,0.098,100,0.00
2025-10-02 10:04:07.438,0.111,100,0.00
2025-10-02 10:04:07.448,0.122,100,0.00
2025-10-02 10:04:07.455,0.128,100,0.00
2025-10-02 10:04:07.463,0.137,100,0.00
2025-10-02 10:04:07.472,0.145,100,0.00
2025-10-02 10:04:07.478,0.151,100,0.00
2025-10-02 10:04:07.486,0.160,100,0.00
2025-10-02 10:04:07.495,0.169,100,0.00
2025-10-02 10:04:07.501,0.174,100,0.00
2025-10-02 10:04:07.507,0.180,100,0.00
2025-10-02 10:04:07.513,0.187,100,0.00
2025-10-02 10:04:07.520,0.193,100,0.00
2025-10-02 10:04:07.526,0.199,100,0.00
2025-10-02 10:04:07.533,0.206,100,0.00
2025-10-02 10:04:07.539,0.213,100,0.00
2025-10-02 10:04:07.548,0.222,100,0.00
2025-10-02 10:04:07.555,0.229,100,0.00
2025-10-02 10:04:07.562,0.235,100,0.00
2025-10-02 10:04:07.569,0.242,100,0.00
2025-10-02 10:04:07.575,0.248,100,0.00
2025-10-02 10:04:07.582,0.256,100,184.24
2025-10-02 10:04:07.591,0.264,100,380.45
2025-10-02 10:04:07.599,0.273,100,406.95
2025-10-02 10:04:07.607,0.280,100,453.66
2025-10-02 10:04:07.614,0.288,100,466.50
2025-10-02 10:04:07.620,0.294,100,450.02
2025-10-02 10:04:07.627,0.301,100,419.05
2025-10-02 10:04:07.635,0.309,100,418.69
2025-10-02 10:04:07.645,0.318,100,550.45
2025-10-02 10:04:07.654,0.328,100,591.05
2025-10-02 10:04:07.662,0.335,100,343.21
2025-10-02 10:04:07.672,0.345,100,356.42
2025-10-02 10:04:07.680,0.354,100,412.52
2025-10-02 10:04:07.689,0.363,100,588.13
2025-10-02 10:04:07.701,0.374,100,366.90
2025-10-02 10:04:07.709,0.382,100,634.77
2025-10-02 10:04:07.717,0.391,100,535.29
2025-10-02 10:04:07.724,0.398,100,593.89
2025-10-02 10:04:07.733,0.406,100,625.76
2025-10-02 10:04:07.740,0.414,100,469.26
2025-10-02 10:04:07.752,0.425,100,662.80
2025-10-02 10:04:07.758,0.432,100,697.25
2025-10-02 10:04:07.765,0.439,100,563.76
2025-10-02 10:04:07.775,0.448,100,566.20
2025-10-02 10:04:07.782,0.456,100,624.56
2025-10-02 10:04:07.791,0.464,100,458.43
2025-10-02 10:04:07.803,0.476,100,712.92
2025-10-02 10:04:07.809,0.482,100,706.46
2025-10-02 10:04:07.818,0.492,100,747.71
2025-10-02 10:04:07.824,0.498,100,699.92
2025-10-02 10:04:07.831,0.505,100,592.47
2025-10-02 10:04:07.839,0.513,100,608.76
2025-10-02 10:04:07.849,0.523,100,841.45
2025-10-02 10:04:07.857,0.531,100,641.56
2025-10-02 10:04:07.865,0.538,100,712.08
2025-10-02 10:04:07.873,0.546,100,640.24
2025-10-02 10:04:07.881,0.555,100,720.99
2025-10-02 10:04:07.890,0.564,100,721.31
2025-10-02 10:04:07.900,0.574,100,720.49
2025-10-02 10:04:07.909,0.582,100,739.11
2025-10-02 10:04:07.918,0.591,100,709.37
2025-10-02 10:04:07.927,0.600,100,675.87
2025-10-02 10:04:07.936,0.609,100,1101.73
2025-10-02 10:04:07.945,0.618,100,904.32
2025-10-02 10:04:07.956,0.629,100,692.68
2025-10-02 10:04:07.967,0.641,100,734.11
2025-10-02 10:04:07.977,0.650,100,866.09
2025-10-02 10:04:07.986,0.659,100,677.29
2025-10-02 10:04:07.993,0.667,100,788.47
2025-10-02 10:04:08.002,0.675,100,763.33
2025-10-02 10:04:08.012,0.685,100,672.95
2025-10-02 10:04:08.021,0.695,100,724.20
2025-10-02 10:04:08.031,0.704,100,797.10
2025-10-02 10:04:08.040,0.714,100,1040.68
2025-10-02 10:04:08.049,0.723,100,714.63
