Timestamp,Elapsed_Time_s,Target_Percent,Actual_RPM
2025-10-02 13:55:44.009,0.058,70,0.00
2025-10-02 13:55:44.063,0.112,70,0.00
2025-10-02 13:55:44.110,0.160,70,0.00
2025-10-02 13:55:44.161,0.211,70,0.00
2025-10-02 13:55:44.214,0.263,70,0.00
2025-10-02 13:55:44.266,0.315,70,0.00
2025-10-02 13:55:44.318,0.367,70,0.00
2025-10-02 13:55:44.370,0.419,70,30.87
2025-10-02 13:55:44.422,0.471,70,129.08
2025-10-02 13:55:44.473,0.523,70,201.70
2025-10-02 13:55:44.523,0.572,70,267.36
2025-10-02 13:55:44.572,0.622,70,332.41
2025-10-02 13:55:44.623,0.672,70,373.85
2025-10-02 13:55:44.673,0.722,70,410.87
2025-10-02 13:55:44.723,0.772,70,425.81
2025-10-02 13:55:44.773,0.822,70,445.56
2025-10-02 13:55:44.823,0.873,70,459.61
2025-10-02 13:55:44.873,0.922,70,471.64
2025-10-02 13:55:44.923,0.973,70,448.83
2025-10-02 13:55:44.974,1.023,70,463.13
2025-10-02 13:55:45.023,1.072,70,474.10
2025-10-02 13:55:45.073,1.122,70,478.79
2025-10-02 13:55:45.123,1.172,70,478.29
2025-10-02 13:55:45.173,1.222,70,479.64
2025-10-02 13:55:45.222,1.272,70,454.93
2025-10-02 13:55:45.272,1.322,70,452.35
2025-10-02 13:55:45.323,1.372,70,479.32
2025-10-02 13:55:45.372,1.422,70,468.58
2025-10-02 13:55:45.423,1.472,70,474.95
2025-10-02 13:55:45.472,1.522,70,449.80
2025-10-02 13:55:45.523,1.572,70,446.44
2025-10-02 13:55:45.573,1.622,70,470.30
2025-10-02 13:55:45.623,1.672,70,455.78
2025-10-02 13:55:45.673,1.722,70,440.52
2025-10-02 13:55:45.722,1.772,70,454.40
2025-10-02 13:55:45.773,1.822,70,473.71
2025-10-02 13:55:45.823,1.872,70,462.14
2025-10-02 13:55:45.873,1.922,70,462.28
2025-10-02 13:55:45.923,1.973,70,464.88
2025-10-02 13:55:45.973,2.023,70,458.93
2025-10-02 13:55:46.023,2.072,70,475.08
2025-10-02 13:55:46.072,2.121,70,452.86
2025-10-02 13:55:46.123,2.172,70,436.29
2025-10-02 13:55:46.172,2.222,70,477.89
2025-10-02 13:55:46.223,2.272,70,458.75
2025-10-02 13:55:46.273,2.322,70,433.40
2025-10-02 13:55:46.323,2.372,70,455.86
2025-10-02 13:55:46.373,2.423,70,468.34
2025-10-02 13:55:46.423,2.472,70,452.24
2025-10-02 13:55:46.473,2.522,70,463.45
2025-10-02 13:55:46.523,2.572,70,447.48
2025-10-02 13:55:46.572,2.622,70,452.73
2025-10-02 13:55:46.623,2.672,70,472.08
2025-10-02 13:55:46.673,2.722,70,450.39
2025-10-02 13:55:46.722,2.772,70,446.91
2025-10-02 13:55:46.772,2.822,70,470.03
2025-10-02 13:55:46.822,2.872,70,465.14
2025-10-02 13:55:46.874,2.923,70,452.14
2025-10-02 13:55:46.923,2.972,70,449.47
2025-10-02 13:55:46.973,3.022,70,463.58
2025-10-02 13:55:47.022,3.072,70,448.27
2025-10-02 13:55:47.072,3.121,70,457.40
2025-10-02 13:55:47.123,3.172,70,456.93
2025-10-02 13:55:47.173,3.222,70,452.83
2025-10-02 13:55:47.223,3.272,70,475.07
2025-10-02 13:55:47.273,3.322,70,460.08
2025-10-02 13:55:47.322,3.372,70,442.20
2025-10-02 13:55:47.372,3.422,70,470.47
2025-10-02 13:55:47.423,3.472,70,461.84
2025-10-02 13:55:47.472,3.521,70,445.69
2025-10-02 13:55:47.523,3.572,70,462.89
2025-10-02 13:55:47.573,3.622,70,461.83
2025-10-02 13:55:47.623,3.672,70,477.44
2025-10-02 13:55:47.673,3.722,70,465.69
2025-10-02 13:55:47.722,3.772,70,460.56
2025-10-02 13:55:47.773,3.822,70,466.44
2025-10-02 13:55:47.823,3.872,70,472.47
2025-10-02 13:55:47.873,3.922,70,480.11
2025-10-02 13:55:47.922,3.972,70,469.34
2025-10-02 13:55:47.972,4.022,70,449.92
2025-10-02 13:55:48.023,4.072,70,469.91
2025-10-02 13:55:48.072,4.122,70,468.46
2025-10-02 13:55:48.124,4.173,70,445.54
2025-10-02 13:55:48.173,4.222,70,463.23
2025-10-02 13:55:48.223,4.272,70,446.90
2025-10-02 13:55:48.273,4.322,70,464.20
2025-10-02 13:55:48.322,4.372,70,465.42
2025-10-02 13:55:48.373,4.422,70,448.93
2025-10-02 13:55:48.423,4.472,70,448.50
2025-10-02 13:55:48.473,4.522,70,471.26
2025-10-02 13:55:48.523,4.572,70,458.53
2025-10-02 13:55:48.573,4.622,70,450.61
2025-10-02 13:55:48.623,4.673,70,454.86
2025-10-02 13:55:48.673,4.723,70,474.52
2025-10-02 13:55:48.724,4.773,70,449.90
2025-10-02 13:55:48.773,4.822,70,461.39
2025-10-02 13:55:48.823,4.872,70,444.61
2025-10-02 13:55:48.872,4.922,70,447.51
2025-10-02 13:55:48.923,4.972,70,469.79
