Timestamp,Elapsed_Time_s,Target_Percent,Actual_RPM
2025-10-03 08:05:29.576,0.058,30,0.00
2025-10-03 08:05:29.625,0.107,30,0.00
2025-10-03 08:05:29.675,0.157,30,0.00
2025-10-03 08:05:29.723,0.205,30,0.00
2025-10-03 08:05:29.772,0.255,30,0.00
2025-10-03 08:05:29.823,0.305,30,0.00
2025-10-03 08:05:29.873,0.355,30,0.00
2025-10-03 08:05:29.923,0.405,30,0.00
2025-10-03 08:05:29.972,0.454,30,26.73
2025-10-03 08:05:30.023,0.505,30,64.59
2025-10-03 08:05:30.072,0.554,30,80.04
2025-10-03 08:05:30.123,0.605,30,107.31
2025-10-03 08:05:30.172,0.654,30,105.02
2025-10-03 08:05:30.223,0.705,30,118.76
2025-10-03 08:05:30.272,0.754,30,122.46
2025-10-03 08:05:30.322,0.805,30,118.63
2025-10-03 08:05:30.372,0.855,30,121.48
2025-10-03 08:05:30.423,0.905,30,123.21
2025-10-03 08:05:30.472,0.954,30,119.90
2025-10-03 08:05:30.523,1.005,30,120.53
2025-10-03 08:05:30.573,1.055,30,122.03
2025-10-03 08:05:30.623,1.105,30,128.89
2025-10-03 08:05:30.672,1.155,30,113.95
2025-10-03 08:05:30.722,1.205,30,126.30
2025-10-03 08:05:30.773,1.255,30,122.72
2025-10-03 08:05:30.823,1.305,30,119.59
2025-10-03 08:05:30.873,1.355,30,120.49
2025-10-03 08:05:30.923,1.405,30,120.91
2025-10-03 08:05:30.973,1.455,30,118.27
2025-10-03 08:05:31.023,1.505,30,122.83
2025-10-03 08:05:31.073,1.555,30,121.49
2025-10-03 08:05:31.124,1.606,30,116.38
2025-10-03 08:05:31.173,1.655,30,121.94
2025-10-03 08:05:31.223,1.705,30,123.60
2025-10-03 08:05:31.272,1.754,30,117.48
2025-10-03 08:05:31.323,1.805,30,120.59
2025-10-03 08:05:31.373,1.855,30,123.47
2025-10-03 08:05:31.423,1.905,30,119.46
2025-10-03 08:05:31.472,1.955,30,120.59
2025-10-03 08:05:31.523,2.005,30,121.00
2025-10-03 08:05:31.572,2.055,30,117.99
2025-10-03 08:05:31.623,2.105,30,122.61
2025-10-03 08:05:31.672,2.154,30,121.30
2025-10-03 08:05:31.723,2.205,30,117.04
2025-10-03 08:05:31.773,2.255,30,123.20
2025-10-03 08:05:31.822,2.304,30,123.93
2025-10-03 08:05:31.872,2.355,30,117.34
2025-10-03 08:05:31.923,2.405,30,120.03
2025-10-03 08:05:31.973,2.455,30,123.08
2025-10-03 08:05:32.023,2.505,30,119.07
2025-10-03 08:05:32.073,2.555,30,120.49
